@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.05,0.31,0.53,0.09,0.02,0.10,0.18,0.45,0.20,0.07,0.02,0.25,0.53,0.17,0.03,2.09,-8.63,-2.89,3.64,4.65,5.00,8.96,Walking
0.07,0.34,0.47,0.10,0.02,0.13,0.23,0.34,0.22,0.07,0.02,0.25,0.46,0.24,0.04,1.97,-8.98,-2.25,3.98,5.00,5.50,9.28,Walking
0.05,0.26,0.42,0.21,0.05,0.16,0.24,0.32,0.15,0.13,0.02,0.19,0.48,0.26,0.05,2.11,-9.48,-1.03,3.83,5.42,5.57,9.65,Walking
0.05,0.20,0.43,0.26,0.06,0.20,0.22,0.31,0.16,0.11,0.03,0.40,0.45,0.11,0.02,2.07,-9.40,-0.87,3.94,5.76,5.32,9.63,Walking
0.05,0.20,0.43,0.26,0.06,0.21,0.23,0.30,0.15,0.11,0.03,0.40,0.45,0.11,0.02,2.11,-9.45,-0.85,3.96,5.81,5.35,9.69,Walking
0.05,0.20,0.41,0.27,0.06,0.22,0.23,0.29,0.15,0.11,0.03,0.40,0.44,0.11,0.02,2.20,-9.53,-0.84,4.00,5.87,5.36,9.78,Walking
0.20,0.00,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.20,0.80,0.00,0.00,0.00,0.20,6.62,-14.67,-0.55,1.73,4.40,0.59,12.89,Walking
0.08,0.35,0.37,0.13,0.06,0.14,0.27,0.34,0.15,0.09,0.03,0.14,0.55,0.23,0.05,2.02,-9.46,-0.96,3.95,5.40,4.25,9.10,Walking
0.08,0.35,0.37,0.13,0.06,0.14,0.27,0.34,0.15,0.09,0.03,0.14,0.55,0.23,0.05,2.01,-9.47,-0.96,3.95,5.39,4.24,9.10,Walking
0.08,0.35,0.39,0.12,0.06,0.13,0.27,0.34,0.17,0.09,0.03,0.14,0.56,0.23,0.05,1.97,-9.33,-0.99,3.89,5.35,4.23,8.98,Walking
0.09,0.42,0.38,0.08,0.04,0.08,0.25,0.42,0.17,0.09,0.03,0.11,0.51,0.27,0.08,1.71,-9.17,-1.25,3.31,4.50,3.91,8.56,Walking
0.14,0.00,0.00,0.00,0.86,0.14,0.00,0.00,0.00,0.86,0.86,0.00,0.00,0.00,0.14,2.76,-5.22,-2.90,0.17,2.70,1.16,5.49,Walking
0.05,0.21,0.33,0.23,0.18,0.26,0.51,0.08,0.00,0.15,0.08,0.23,0.21,0.38,0.10,2.85,-8.02,-3.70,0.59,1.76,0.78,7.50,Walking
0.08,0.69,0.20,0.02,0.01,0.03,0.13,0.67,0.10,0.07,0.02,0.19,0.73,0.06,0.01,2.38,-8.61,-3.90,1.59,1.95,2.37,8.16,Walking
0.07,0.70,0.20,0.02,0.01,0.03,0.13,0.67,0.10,0.07,0.02,0.18,0.74,0.06,0.01,2.35,-8.65,-3.89,1.57,1.93,2.34,8.17,Walking
0.07,0.70,0.20,0.02,0.01,0.03,0.13,0.68,0.10,0.06,0.02,0.18,0.74,0.06,0.01,2.34,-8.70,-3.88,1.57,1.88,2.34,8.19,Walking
0.11,0.67,0.18,0.02,0.02,0.05,0.13,0.65,0.08,0.08,0.04,0.23,0.67,0.06,0.01,2.18,-8.68,-4.06,1.91,2.22,2.79,8.37,Walking
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.50,-8.50,-2.63,0.00,0.00,0.00,7.22,Walking
0.06,0.41,0.36,0.12,0.04,0.19,0.32,0.31,0.10,0.09,0.03,0.10,0.50,0.31,0.06,1.65,-9.28,-1.51,3.30,5.99,4.41,9.14,Walking
0.06,0.42,0.36,0.12,0.04,0.19,0.31,0.31,0.11,0.08,0.03,0.10,0.50,0.31,0.06,1.63,-9.29,-1.49,3.30,5.99,4.40,9.13,Walking
0.11,0.49,0.23,0.11,0.06,0.21,0.26,0.33,0.12,0.09,0.02,0.13,0.52,0.26,0.07,1.63,-9.26,-1.33,3.47,6.24,4.28,9.16,Walking
0.20,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.20,-0.68,-5.80,-2.26,0.50,5.60,2.85,5.69,Walking
0.05,0.48,0.31,0.12,0.04,0.15,0.32,0.35,0.10,0.08,0.03,0.13,0.69,0.14,0.02,1.65,-9.52,-1.47,3.12,5.21,5.10,9.25,Walking
0.03,0.17,0.26,0.40,0.14,0.14,0.84,0.01,0.00,0.01,0.02,0.24,0.65,0.07,0.02,1.75,-9.53,-0.56,1.14,0.83,1.13,7.88,Walking
0.03,0.17,0.26,0.40,0.14,0.14,0.84,0.01,0.00,0.01,0.02,0.23,0.66,0.07,0.02,1.75,-9.53,-0.56,1.14,0.83,1.12,7.88,Walking
0.06,0.58,0.34,0.00,0.01,0.01,0.06,0.76,0.13,0.04,0.06,0.20,0.66,0.08,0.01,1.64,-9.40,-0.94,1.76,2.05,2.24,8.03,Walking
0.03,0.07,0.58,0.30,0.03,0.03,0.24,0.37,0.07,0.29,0.04,0.25,0.40,0.14,0.16,0.36,-5.85,1.58,3.47,5.90,5.25,8.17,Walking
0.02,0.17,0.59,0.20,0.02,0.02,0.15,0.24,0.09,0.50,0.03,0.18,0.26,0.36,0.18,-0.65,-3.42,4.18,3.31,5.87,5.64,8.05,Walking
0.02,0.15,0.67,0.15,0.01,0.01,0.11,0.16,0.06,0.66,0.01,0.12,0.18,0.42,0.26,-0.76,-1.77,5.94,2.96,5.40,5.12,7.97,Walking
0.00,0.72,0.26,0.01,0.01,0.95,0.04,0.00,0.00,0.01,0.01,0.50,0.46,0.01,0.01,-0.08,1.98,-9.69,1.01,1.44,0.93,8.04,Driving
0.07,0.62,0.11,0.16,0.04,0.03,0.57,0.31,0.07,0.01,0.03,0.21,0.70,0.05,0.00,-0.11,1.68,-9.80,0.33,0.10,0.13,7.96,Driving
0.04,0.90,0.04,0.01,0.02,0.02,0.21,0.72,0.04,0.01,0.04,0.18,0.57,0.19,0.03,-0.25,1.66,-9.80,0.13,0.04,0.05,7.95,Driving
0.04,0.90,0.04,0.01,0.01,0.02,0.21,0.71,0.05,0.00,0.04,0.17,0.56,0.21,0.02,-0.25,1.66,-9.80,0.12,0.04,0.05,7.95,Driving
0.02,0.38,0.58,0.01,0.01,0.04,0.46,0.42,0.07,0.00,0.03,0.17,0.53,0.21,0.06,-0.26,1.67,-9.79,0.09,0.04,0.05,7.95,Driving
0.04,0.42,0.52,0.01,0.02,0.06,0.35,0.47,0.11,0.01,0.04,0.16,0.42,0.29,0.10,-0.26,1.68,-9.79,0.12,0.05,0.06,7.95,Driving
0.13,0.72,0.09,0.06,0.01,0.01,0.06,0.68,0.22,0.03,0.03,0.31,0.60,0.05,0.01,-0.19,1.68,-9.78,0.22,0.07,0.10,7.94,Driving
0.46,0.42,0.05,0.05,0.03,0.02,0.05,0.24,0.63,0.07,0.10,0.71,0.15,0.02,0.02,0.11,1.64,-9.77,0.65,0.18,0.25,7.94,Driving
0.12,0.77,0.04,0.04,0.02,0.02,0.04,0.53,0.35,0.06,0.09,0.75,0.13,0.02,0.02,0.21,1.60,-9.78,0.57,0.17,0.24,7.94,Driving
0.10,0.82,0.03,0.03,0.02,0.01,0.03,0.61,0.30,0.05,0.07,0.80,0.10,0.01,0.01,0.18,1.60,-9.78,0.51,0.15,0.21,7.94,Driving
0.02,0.10,0.70,0.15,0.03,0.03,0.47,0.45,0.04,0.01,0.04,0.23,0.63,0.07,0.03,0.06,1.59,-9.80,0.09,0.04,0.07,7.94,Driving
0.03,0.13,0.62,0.19,0.04,0.01,0.12,0.56,0.28,0.03,0.01,0.02,0.48,0.45,0.04,0.05,1.58,-9.80,0.07,0.03,0.05,7.95,Driving
0.04,0.19,0.48,0.23,0.06,0.02,0.15,0.45,0.34,0.05,0.01,0.03,0.50,0.40,0.07,0.05,1.59,-9.81,0.08,0.03,0.06,7.95,Driving
0.03,0.18,0.51,0.22,0.05,0.01,0.14,0.45,0.36,0.04,0.01,0.02,0.51,0.40,0.06,0.05,1.59,-9.81,0.07,0.03,0.06,7.95,Driving
0.03,0.11,0.65,0.16,0.04,0.02,0.11,0.64,0.21,0.02,0.01,0.06,0.48,0.39,0.06,0.06,1.59,-9.81,0.12,0.04,0.08,7.95,Driving
0.11,0.67,0.11,0.05,0.06,0.02,0.05,0.43,0.44,0.05,0.02,0.12,0.64,0.18,0.04,0.20,1.57,-9.79,0.45,0.10,0.18,7.94,Driving
0.11,0.65,0.14,0.05,0.05,0.02,0.08,0.44,0.41,0.04,0.02,0.13,0.61,0.20,0.04,0.19,1.56,-9.79,0.44,0.10,0.18,7.94,Driving
0.16,0.56,0.16,0.06,0.06,0.04,0.15,0.56,0.14,0.11,0.02,0.15,0.55,0.22,0.06,0.21,1.57,-9.78,0.50,0.14,0.20,7.94,Driving
0.04,0.50,0.36,0.10,0.01,0.17,0.27,0.53,0.02,0.02,0.03,0.19,0.68,0.08,0.02,-0.02,1.70,-9.77,0.27,0.18,0.16,7.94,Driving
0.02,0.36,0.29,0.30,0.02,0.02,0.09,0.57,0.28,0.05,0.03,0.11,0.63,0.21,0.02,0.11,1.90,-9.74,0.39,0.15,0.18,7.95,Driving
0.02,0.31,0.27,0.36,0.04,0.01,0.17,0.53,0.26,0.02,0.03,0.11,0.60,0.23,0.02,0.18,1.92,-9.73,0.41,0.15,0.18,7.95,Driving
0.03,0.12,0.31,0.49,0.06,0.01,0.09,0.51,0.36,0.03,0.04,0.12,0.50,0.31,0.03,0.32,1.97,-9.72,0.40,0.15,0.21,7.94,Driving
0.59,0.13,0.19,0.07,0.02,0.59,0.19,0.18,0.02,0.01,0.01,0.18,0.69,0.10,0.01,0.28,1.93,-9.73,0.31,0.12,0.12,7.94,Driving
0.62,0.35,0.00,0.00,0.02,0.51,0.46,0.02,0.01,0.01,0.23,0.66,0.10,0.00,0.01,0.08,1.85,-9.75,0.14,0.05,0.07,7.94,Driving
0.66,0.32,0.00,0.00,0.02,0.28,0.66,0.04,0.02,0.00,0.24,0.65,0.10,0.00,0.01,0.07,1.85,-9.75,0.14,0.05,0.07,7.94,Driving
0.50,0.40,0.06,0.02,0.01,0.01,0.17,0.44,0.30,0.09,0.08,0.41,0.36,0.13,0.02,0.06,1.84,-9.76,0.13,0.05,0.07,7.94,Driving
0.02,0.05,0.89,0.03,0.01,0.01,0.05,0.85,0.07,0.02,0.03,0.39,0.56,0.01,0.01,0.08,1.78,-9.76,0.65,0.37,0.30,7.96,Driving
0.04,0.07,0.84,0.03,0.01,0.04,0.82,0.11,0.02,0.01,0.00,0.00,0.07,0.89,0.03,0.03,1.76,-9.76,0.78,0.51,0.44,7.97,Driving
0.06,0.18,0.69,0.05,0.02,0.06,0.74,0.17,0.03,0.01,0.00,0.00,0.10,0.85,0.05,-0.01,1.74,-9.76,0.95,0.62,0.52,7.98,Driving
0.06,0.73,0.16,0.05,0.01,0.05,0.74,0.18,0.03,0.01,0.00,0.00,0.10,0.85,0.05,-0.33,1.76,-9.76,0.93,0.60,0.50,7.99,Driving
0.01,0.00,0.05,0.92,0.02,0.01,0.72,0.25,0.01,0.01,0.01,0.02,0.42,0.49,0.05,-0.52,1.87,-9.76,0.11,0.11,0.08,7.96,Driving
0.01,0.00,0.04,0.93,0.02,0.01,0.74,0.23,0.01,0.01,0.01,0.02,0.42,0.50,0.05,-0.51,1.87,-9.76,0.10,0.10,0.08,7.96,Driving
0.92,0.04,0.02,0.00,0.02,0.02,0.15,0.55,0.25,0.03,0.01,0.26,0.57,0.14,0.03,-0.48,1.85,-9.76,0.13,0.04,0.05,7.96,Driving
0.01,0.09,0.51,0.28,0.10,0.03,0.64,0.27,0.04,0.02,0.04,0.25,0.61,0.05,0.05,-0.51,1.87,-9.75,0.36,0.19,0.23,7.96,Driving
0.02,0.15,0.40,0.27,0.16,0.07,0.53,0.31,0.06,0.03,0.05,0.37,0.42,0.08,0.08,-0.52,1.87,-9.74,0.45,0.24,0.29,7.95,Driving
0.05,0.28,0.50,0.14,0.04,0.41,0.41,0.05,0.07,0.06,0.07,0.48,0.29,0.11,0.05,-0.51,2.10,-9.67,0.60,0.60,0.33,7.96,Driving
0.05,0.25,0.37,0.28,0.05,0.23,0.43,0.19,0.09,0.05,0.06,0.36,0.36,0.16,0.07,-0.33,2.06,-9.69,0.69,0.68,0.39,7.97,Driving
0.05,0.23,0.47,0.23,0.02,0.19,0.16,0.19,0.31,0.14,0.05,0.35,0.39,0.17,0.05,0.39,2.55,-9.56,0.84,0.84,0.42,7.98,Driving
0.04,0.28,0.51,0.16,0.01,0.13,0.12,0.39,0.25,0.12,0.04,0.35,0.42,0.15,0.04,0.28,2.58,-9.58,0.74,0.73,0.39,7.99,Driving
0.18,0.54,0.21,0.06,0.01,0.11,0.22,0.42,0.16,0.09,0.03,0.33,0.47,0.15,0.02,0.14,2.41,-9.63,0.70,0.65,0.35,7.98,Driving
0.03,0.42,0.38,0.15,0.01,0.12,0.45,0.24,0.13,0.06,0.01,0.07,0.50,0.38,0.04,-0.05,2.52,-9.62,0.83,0.52,0.39,7.99,Driving
0.02,0.09,0.33,0.47,0.09,0.05,0.18,0.26,0.36,0.15,0.01,0.04,0.38,0.46,0.11,-0.47,2.23,-9.68,0.58,0.28,0.37,7.97,Driving
0.10,0.58,0.15,0.13,0.04,0.39,0.35,0.10,0.13,0.02,0.02,0.11,0.63,0.22,0.02,-0.08,2.52,-9.62,1.20,0.74,0.55,8.04,Driving
0.10,0.23,0.42,0.20,0.05,0.14,0.31,0.37,0.16,0.03,0.02,0.14,0.43,0.38,0.03,0.40,2.94,-9.50,1.27,0.66,0.65,8.05,Driving
0.11,0.42,0.31,0.14,0.03,0.14,0.38,0.30,0.16,0.03,0.01,0.10,0.50,0.36,0.03,0.79,3.06,-9.46,0.92,0.61,0.60,8.03,Driving
0.18,0.41,0.25,0.13,0.03,0.34,0.09,0.28,0.13,0.16,0.11,0.58,0.22,0.08,0.02,0.31,1.76,-9.78,0.49,0.93,0.38,8.00,Driving
0.18,0.49,0.13,0.11,0.09,0.41,0.22,0.22,0.01,0.14,0.17,0.52,0.16,0.12,0.03,0.21,1.70,-9.80,0.48,1.27,0.37,8.03,Driving
0.23,0.27,0.25,0.12,0.12,0.32,0.06,0.02,0.23,0.38,0.14,0.38,0.36,0.09,0.03,0.90,2.70,-9.51,0.81,1.59,0.56,8.08,Driving
0.14,0.40,0.24,0.21,0.02,0.04,0.00,0.02,0.57,0.36,0.08,0.50,0.37,0.04,0.01,1.02,3.55,-9.30,0.85,0.81,0.50,8.06,Driving
0.15,0.44,0.23,0.16,0.03,0.03,0.02,0.17,0.52,0.26,0.01,0.12,0.72,0.13,0.02,0.66,3.28,-9.37,0.93,0.83,0.56,8.03,Driving
0.03,0.47,0.29,0.17,0.04,0.00,0.09,0.33,0.47,0.10,0.01,0.08,0.75,0.14,0.02,0.42,2.96,-9.47,0.99,0.66,0.58,8.00,Driving
0.01,0.17,0.50,0.29,0.03,0.18,0.13,0.19,0.30,0.20,0.01,0.13,0.70,0.15,0.01,0.08,2.18,-9.70,0.55,1.06,0.54,8.01,Driving
0.01,0.20,0.46,0.26,0.07,0.30,0.16,0.23,0.28,0.03,0.01,0.21,0.67,0.09,0.02,0.21,1.61,-9.84,0.66,1.00,0.56,8.04,Driving
0.15,0.33,0.23,0.26,0.04,0.31,0.24,0.19,0.12,0.14,0.10,0.38,0.38,0.14,0.00,0.40,1.13,-9.95,0.64,0.87,0.38,8.07,Driving
0.03,0.06,0.31,0.37,0.24,0.53,0.02,0.02,0.33,0.10,0.27,0.45,0.21,0.05,0.02,0.25,1.72,-9.80,0.93,1.51,0.62,8.09,Driving
0.01,0.21,0.30,0.42,0.06,0.07,0.14,0.32,0.38,0.10,0.02,0.19,0.67,0.09,0.02,-1.64,2.61,-9.47,1.62,0.96,0.74,8.11,Driving
0.01,0.05,0.21,0.22,0.51,0.01,0.09,0.22,0.52,0.16,0.02,0.13,0.77,0.07,0.02,-1.45,3.02,-9.40,1.32,0.80,0.63,8.08,Driving
0.01,0.03,0.16,0.23,0.57,0.01,0.07,0.18,0.62,0.13,0.01,0.14,0.77,0.07,0.01,-1.25,3.09,-9.41,1.21,0.72,0.60,8.06,Driving
0.01,0.04,0.10,0.29,0.57,0.01,0.02,0.10,0.44,0.42,0.01,0.12,0.80,0.06,0.01,-1.11,3.10,-9.41,1.13,0.63,0.56,8.04,Driving
0.05,0.35,0.35,0.20,0.05,0.07,0.17,0.29,0.32,0.15,0.03,0.20,0.58,0.18,0.02,-0.77,3.04,-9.47,0.44,0.54,0.51,8.01,Driving
0.09,0.42,0.34,0.14,0.01,0.06,0.25,0.28,0.29,0.13,0.03,0.18,0.52,0.24,0.03,-0.72,2.64,-9.57,0.46,0.60,0.61,7.99,Driving
0.11,0.48,0.37,0.03,0.00,0.11,0.41,0.33,0.14,0.01,0.03,0.25,0.48,0.21,0.03,-0.75,2.29,-9.68,0.44,0.48,0.65,8.00,Driving
0.05,0.48,0.44,0.03,0.00,0.06,0.28,0.40,0.23,0.04,0.04,0.21,0.43,0.25,0.06,-0.66,2.16,-9.70,0.40,0.38,0.65,7.98,Driving
0.15,0.47,0.36,0.01,0.00,0.06,0.29,0.36,0.23,0.06,0.04,0.25,0.46,0.20,0.05,-0.58,2.20,-9.68,0.37,0.39,0.60,7.97,Driving
0.09,0.35,0.41,0.15,0.01,0.04,0.26,0.44,0.21,0.05,0.04,0.16,0.53,0.23,0.04,-0.57,2.23,-9.68,0.34,0.35,0.49,7.97,Driving
0.10,0.34,0.45,0.09,0.01,0.06,0.25,0.43,0.22,0.04,0.05,0.17,0.49,0.23,0.06,-0.43,2.13,-9.70,0.29,0.25,0.41,7.96,Driving
0.09,0.35,0.44,0.11,0.01,0.12,0.47,0.29,0.05,0.06,0.05,0.16,0.47,0.25,0.08,-0.44,2.23,-9.67,0.29,0.37,0.42,7.96,Driving
0.03,0.19,0.54,0.22,0.02,0.08,0.36,0.31,0.17,0.07,0.10,0.43,0.37,0.09,0.01,-0.44,2.43,-9.64,0.33,0.43,0.45,7.98,Driving
0.04,0.19,0.46,0.26,0.05,0.10,0.38,0.27,0.18,0.08,0.12,0.40,0.38,0.10,0.02,-0.46,2.41,-9.64,0.37,0.45,0.48,7.97,Driving
0.06,0.39,0.42,0.12,0.01,0.10,0.39,0.28,0.19,0.04,0.09,0.39,0.39,0.11,0.03,-0.33,2.46,-9.59,0.42,0.45,0.55,7.94,Driving
0.07,0.16,0.50,0.25,0.02,0.08,0.39,0.30,0.19,0.04,0.02,0.23,0.52,0.20,0.03,-0.53,2.35,-9.63,0.60,0.48,0.57,7.96,Driving
0.07,0.14,0.47,0.30,0.02,0.00,0.12,0.46,0.34,0.08,0.02,0.13,0.55,0.27,0.03,-0.48,2.20,-9.66,0.62,0.54,0.62,7.97,Driving
0.07,0.12,0.42,0.37,0.02,0.00,0.14,0.49,0.29,0.08,0.02,0.13,0.58,0.24,0.03,-0.41,2.13,-9.71,0.63,0.56,0.61,7.99,Driving
0.04,0.06,0.23,0.42,0.26,0.01,0.10,0.42,0.36,0.11,0.01,0.12,0.71,0.14,0.01,-0.18,1.74,-9.81,0.59,0.46,0.48,8.00,Driving
0.02,0.07,0.22,0.53,0.15,0.03,0.24,0.46,0.21,0.07,0.01,0.13,0.75,0.10,0.01,0.09,1.49,-9.87,0.37,0.48,0.46,8.00,Driving
0.01,0.25,0.41,0.26,0.06,0.06,0.21,0.47,0.23,0.04,0.02,0.18,0.43,0.30,0.06,0.22,1.36,-9.92,0.23,0.37,0.27,8.02,Driving
0.12,0.24,0.33,0.21,0.10,0.09,0.30,0.43,0.06,0.12,0.07,0.17,0.33,0.36,0.07,0.11,1.31,-9.92,0.34,0.47,0.24,8.02,Driving
0.55,0.12,0.09,0.17,0.07,0.05,0.22,0.05,0.02,0.65,0.03,0.08,0.09,0.27,0.53,-0.35,2.01,-9.73,0.26,0.40,0.13,7.96,Driving
0.69,0.25,0.02,0.02,0.03,0.04,0.03,0.00,0.21,0.73,0.01,0.04,0.01,0.48,0.46,-0.49,2.24,-9.68,0.14,0.20,0.07,7.96,Driving
0.68,0.26,0.02,0.01,0.02,0.03,0.02,0.00,0.24,0.71,0.01,0.03,0.01,0.49,0.46,-0.50,2.24,-9.67,0.13,0.19,0.07,7.96,Driving
0.02,0.01,0.04,0.49,0.44,0.55,0.39,0.00,0.02,0.04,0.01,0.87,0.09,0.02,0.01,-0.55,2.32,-9.65,0.10,0.17,0.07,7.95,Driving
0.07,0.03,0.07,0.12,0.70,0.73,0.11,0.05,0.03,0.08,0.04,0.73,0.06,0.09,0.08,-0.68,2.60,-9.58,0.30,0.60,0.16,7.98,Driving
0.25,0.68,0.03,0.04,0.00,0.66,0.14,0.05,0.06,0.09,0.02,0.94,0.02,0.01,0.01,-0.54,2.72,-9.53,0.64,0.70,0.33,7.98,Driving
0.20,0.32,0.16,0.29,0.03,0.26,0.21,0.32,0.20,0.01,0.08,0.57,0.25,0.08,0.02,0.33,3.26,-9.37,1.18,0.70,0.56,8.02,Driving
0.12,0.37,0.20,0.28,0.03,0.15,0.53,0.30,0.02,0.01,0.01,0.08,0.50,0.38,0.03,0.48,3.60,-9.30,1.05,0.41,0.68,8.04,Driving
0.21,0.35,0.20,0.21,0.02,0.05,0.47,0.43,0.03,0.01,0.01,0.08,0.49,0.38,0.03,0.46,3.54,-9.33,0.98,0.43,0.70,8.03,Driving
0.23,0.54,0.19,0.03,0.02,0.14,0.44,0.40,0.02,0.00,0.01,0.06,0.37,0.51,0.04,-0.07,3.36,-9.39,0.58,0.49,0.66,8.00,Driving
0.05,0.41,0.46,0.07,0.01,0.20,0.36,0.20,0.20,0.04,0.01,0.13,0.66,0.19,0.01,-0.21,2.70,-9.50,0.34,0.61,0.50,7.92,Driving
0.08,0.30,0.45,0.16,0.02,0.11,0.35,0.36,0.16,0.02,0.07,0.45,0.40,0.06,0.02,-0.16,2.44,-9.55,0.31,0.39,0.49,7.90,Driving
0.02,0.29,0.53,0.15,0.01,0.10,0.31,0.37,0.19,0.03,0.01,0.22,0.58,0.17,0.02,-0.15,2.50,-9.58,0.34,0.40,0.52,7.93,Driving
0.02,0.27,0.53,0.17,0.01,0.14,0.31,0.32,0.19,0.04,0.02,0.22,0.55,0.20,0.02,-0.13,2.60,-9.57,0.35,0.44,0.56,7.95,Driving
0.03,0.29,0.45,0.20,0.03,0.08,0.28,0.34,0.26,0.04,0.01,0.18,0.49,0.28,0.03,-0.11,2.57,-9.63,0.40,0.48,0.63,7.99,Driving
0.03,0.27,0.46,0.20,0.04,0.08,0.28,0.36,0.25,0.04,0.01,0.19,0.52,0.27,0.02,-0.11,2.54,-9.66,0.40,0.48,0.61,8.01,Driving
0.06,0.31,0.45,0.15,0.04,0.07,0.21,0.35,0.30,0.06,0.03,0.20,0.48,0.26,0.03,-0.20,2.56,-9.69,0.41,0.46,0.69,8.04,Driving
0.05,0.22,0.46,0.23,0.04,0.06,0.20,0.40,0.29,0.05,0.03,0.18,0.51,0.26,0.03,-0.10,2.56,-9.67,0.42,0.43,0.67,8.02,Driving
0.05,0.19,0.50,0.25,0.01,0.06,0.26,0.39,0.25,0.04,0.05,0.17,0.48,0.26,0.04,-0.11,2.56,-9.63,0.38,0.41,0.63,7.98,Driving
0.04,0.16,0.55,0.24,0.01,0.06,0.31,0.37,0.18,0.08,0.05,0.19,0.49,0.24,0.04,-0.10,2.45,-9.60,0.35,0.39,0.59,7.94,Driving
0.16,0.11,0.35,0.36,0.02,0.06,0.31,0.48,0.12,0.03,0.04,0.25,0.52,0.18,0.01,-0.38,2.24,-9.71,0.63,0.32,0.53,8.00,Driving
0.16,0.31,0.15,0.33,0.05,0.01,0.07,0.28,0.48,0.16,0.05,0.29,0.48,0.17,0.02,-0.77,2.12,-9.76,0.61,0.33,0.57,8.03,Driving
0.04,0.27,0.34,0.21,0.14,0.02,0.13,0.41,0.39,0.05,0.05,0.33,0.45,0.15,0.02,-1.04,2.07,-9.81,0.54,0.36,0.58,8.08,Driving
0.05,0.33,0.38,0.17,0.07,0.03,0.28,0.50,0.17,0.03,0.02,0.22,0.50,0.23,0.03,-1.17,2.11,-9.75,0.49,0.42,0.58,8.05,Driving
0.11,0.37,0.33,0.19,0.01,0.03,0.21,0.45,0.27,0.04,0.01,0.19,0.49,0.28,0.04,-0.81,2.23,-9.70,0.67,0.45,0.56,8.01,Driving
0.10,0.23,0.36,0.22,0.09,0.09,0.34,0.36,0.17,0.03,0.01,0.04,0.43,0.45,0.07,-0.43,2.48,-9.69,0.86,0.44,0.63,8.05,Driving
0.05,0.19,0.35,0.31,0.10,0.07,0.22,0.38,0.27,0.05,0.01,0.06,0.41,0.45,0.07,-0.38,2.34,-9.71,0.84,0.57,0.66,8.04,Driving
0.05,0.19,0.39,0.27,0.10,0.09,0.35,0.33,0.19,0.05,0.03,0.28,0.56,0.14,0.00,-0.42,2.14,-9.78,0.82,0.60,0.78,8.06,Driving
0.05,0.21,0.39,0.16,0.20,0.07,0.32,0.40,0.17,0.05,0.03,0.29,0.60,0.09,0.00,-0.43,2.06,-9.74,0.92,0.53,0.72,8.02,Driving
0.03,0.36,0.27,0.07,0.28,0.04,0.21,0.34,0.39,0.02,0.04,0.20,0.68,0.07,0.01,-0.22,2.07,-9.69,0.92,0.42,0.74,7.97,Driving
0.19,0.17,0.15,0.23,0.26,0.03,0.15,0.33,0.43,0.07,0.04,0.25,0.40,0.25,0.06,-0.17,2.07,-9.62,1.02,0.36,0.41,7.92,Driving
0.24,0.40,0.09,0.18,0.10,0.05,0.21,0.35,0.30,0.10,0.02,0.19,0.52,0.23,0.05,-1.15,1.80,-9.77,0.98,0.34,0.41,8.05,Driving
0.16,0.27,0.24,0.26,0.07,0.07,0.33,0.28,0.19,0.13,0.01,0.17,0.50,0.27,0.05,-0.90,2.11,-9.73,0.91,0.56,0.40,8.04,Driving
0.10,0.23,0.15,0.42,0.10,0.06,0.26,0.18,0.29,0.20,0.01,0.14,0.53,0.29,0.03,-0.93,2.27,-9.72,0.75,0.59,0.38,8.06,Driving
0.09,0.07,0.12,0.58,0.13,0.04,0.10,0.12,0.51,0.23,0.00,0.10,0.57,0.31,0.02,-0.68,2.52,-9.67,0.70,0.50,0.34,8.04,Driving
0.09,0.26,0.40,0.22,0.03,0.05,0.13,0.42,0.32,0.07,0.07,0.38,0.41,0.13,0.02,-0.39,2.70,-9.64,0.32,0.27,0.34,8.02,Driving
0.04,0.22,0.42,0.24,0.08,0.10,0.24,0.53,0.11,0.02,0.01,0.01,0.11,0.81,0.06,-0.54,2.66,-9.67,0.36,0.27,0.60,8.04,Driving
0.08,0.42,0.31,0.17,0.01,0.03,0.16,0.46,0.25,0.09,0.02,0.05,0.50,0.39,0.04,-0.65,2.64,-9.64,0.52,0.39,0.82,8.03,Driving
0.21,0.54,0.16,0.08,0.01,0.04,0.14,0.42,0.30,0.09,0.02,0.05,0.47,0.42,0.05,-0.94,2.66,-9.61,0.49,0.40,0.80,8.03,Driving
